questionID,AnswerKey,examName,schoolGrade,question,subject
VASoL_2009_5_2,B,Virginia Standards of Learning - Science,5,Which of these is an important natural resource of the Chesapeake Bay? (A) {VA-5-2009-2} (B) {VA-5-2009-3} (C) {VA-5-2009-4} (D) {VA-5-2009-5},Physics
VASoL_2009_5_6,D,Virginia Standards of Learning - Science,5,Which of these correctly shows what happens when two magnets are placed side by side? (A) {VA-5-2009-7} (B) {VA-5-2009-8} (C) {VA-5-2009-9} (D) {VA-5-2009-10},Biology
VASoL_2009_5_7,C,Virginia Standards of Learning - Science,5,{VA-5-2009-11} Students place a pencil in a glass of water as shown. The pencil in the water looks broken because — (A) water can dissolve pencils (B) water is colder than air (C) light bends when it enters the water (D) light is absorbed when it hits the glass,Biology
VASoL_2009_5_9,A,Virginia Standards of Learning - Science,5,A student is writing a report on recycling. The student learns that different kinds of material are recycled in different amounts. Which graph best shows the data? (A) {VA-5-2009-12} (B) {VA-5-2009-13} (C) {VA-5-2009-14} (D) {VA-5-2009-15},Physics
VASoL_2009_5_13,D,Virginia Standards of Learning - Science,5,{VA-5-2009-16} The electrician in this picture is wearing rubber gloves for protection. The purpose of the rubber gloves is to — (A) keep the electrician dry (B) create an electrical circuit (C) produce electricity (D) insulate the electrician,Biology
VASoL_2009_5_19,A,Virginia Standards of Learning - Science,5,{VA-5-2009-22} Which unit is best to use for measuring the width of oak tree leaves? (A) Centimeter (B) Gram (C) Kilometer (D) Milliliter,Physics
VASoL_2009_5_26,C,Virginia Standards of Learning - Science,5,{VA-5-2009-23} What do the arrows on the map represent? (A) Size of waves (B) Water density (C) Ocean currents (D) Time between tides,Physics
VASoL_2009_5_32,B,Virginia Standards of Learning - Science,5,"A boy placed four leaves in a caterpillar’s cage. {VA-5-2009-25} He observed the number of leaves in the caterpillar’s cage each day. Based on the data, the boy should infer that the caterpillar — (A) is eating only every other day (B) is eating each day (C) will eat part of one leaf next Monday (D) will stop eating during molting on Friday",Biology
VASoL_2009_5_35,D,Virginia Standards of Learning - Science,5,{VA-5-2009-26} Juan is doing an experiment to see how long it takes an acorn to grow into a 0.5-meter-tall oak tree. Which two instruments should he choose? (A) Thermometer and centimeter ruler (B) Thermometer and calendar (C) Centimeter ruler and pan balance (D) Centimeter ruler and calendar,Physics
VASoL_2009_5_38,C,Virginia Standards of Learning - Science,5,{VA-5-2009-27} In which numbered stage of the frog’s life cycle does the frog begin to use lungs to breathe air? (A) 1 (B) 2 (C) 3 (D) 4,Biology
VASoL_2009_5_40,D,Virginia Standards of Learning - Science,5,{VA-5-2009-29} What part of the flower produces pollen? (A) ovary (B) sepal (C) pistil (D) stamen,Biology
VASoL_2010_5_4,C,Virginia Standards of Learning - Science,5,{VA-5-2010-3} Temperatures normally increase every month from January through August. During which month was the average temperature most unusual? (A) January (B) February (C) March (D) April,Physics
VASoL_2010_5_7,D,Virginia Standards of Learning - Science,5,Which of these animals is least likely a member of the pond community? (A) {VA-5-2010-8} (B) {VA-5-2010-9} (C) {VA-5-2010-10} (D) {VA-5-2010-11},Biology
VASoL_2010_5_8,A,Virginia Standards of Learning - Science,5,{VA-5-2010-12} About how much longer is the jackknife clam than the razor clam? (A) 5 centimeters (B) 7 centimeters (C) 10 centimeters (D) 12 centimeters,Physics
VASoL_2010_5_11,B,Virginia Standards of Learning - Science,5,"{VA-5-2010-13} A teacher asked his class to help plan their science field trip schedule from January to June. Based on the table, which month with an average temperature above 50°F has the least amount of average precipitation? (A) March (B) April (C) May (D) June",Biology
VASoL_2010_5_14,D,Virginia Standards of Learning - Science,5,{VA-5-2010-15} Which describes energy through this food web? (A) Salamanders get energy from snakes and mice. (B) Acorns get energy from insects and pine trees. (C) Mice get energy from salamanders and insects. (D) Snakes get energy from salamanders and mice.,Biology
VASoL_2010_5_17,A,Virginia Standards of Learning - Science,5,"{VA-5-2010-16} When comparing fossil A to fossil B, which is most likely correct? (A) Fossil B is older. (B) Fossil B is larger. (C) Only fossil B is metamorphic. (D) Only fossil B was once an organism.",Biology
VASoL_2010_5_35,C,Virginia Standards of Learning - Science,5,{VA-5-2010-29} Students filled a graduated cylinder with the amount of water shown. How much more water needs to be added to the cylinder to measure 25 mL? (A) 2 mL (B) 4 mL (C) 6 mL (D) 9 mL,Physics
VASoL_2011_5_13,C,Virginia Standards of Learning - Science,5,Which picture shows an object that has kinetic energy? (A) {VA-5-2011-11} (B) {VA-5-2011-12} (C) {VA-5-2011-13} (D) {VA-5-2011-14},Biology
VASoL_2011_5_27,D,Virginia Standards of Learning - Science,5,"{VA-5-2011-24} Based on the information in the table, the best way to tell gold from pyrite is by which property? (A) Color (B) Transparency (C) Luster (D) Hardness",Physics
VASoL_2011_5_28,B,Virginia Standards of Learning - Science,5,{VA-5-2011-25} The diagram above shows the changes to a land surface caused by a river flowing through the area for many years. Which process caused the changes to the surface? (A) Condensation (B) Erosion (C) Evaporation (D) Pollution,Physics
VASoL_2011_5_30,B,Virginia Standards of Learning - Science,5,"{VA-5-2011-27} In this food web, which two organisms could be harmed if the mouse population were to decline? (A) Deer and caterpillar (B) Wolf and snake (C) Oak and grass (D) Hawk and songbird",Physics
VASoL_2011_5_31,D,Virginia Standards of Learning - Science,5,"{VA-5-2011-28} The school garden club planted sunflower seeds in 6-inch pots. Each pot was watered the same amount every two days. At the end of one month, the number of sprouts was counted. Which pot had an unusual number of sprouts? (A) 1 (B) 2 (C) 3 (D) 4",Biology
VASoL_2011_5_37,B,Virginia Standards of Learning - Science,5,{VA-5-2011-30} The box would be easier to move if the surface of the ramp was smoother because there would be less — (A) mass in the box (B) friction opposing the box (C) gravity pulling on the box (D) distance to push the box,Biology
VASoL_2011_5_39,D,Virginia Standards of Learning - Science,5,{VA-5-2011-31} Which of these would best describe the tube worms shown? (A) Mammals (B) Vertebrates (C) Amphibians (D) Invertebrates,Physics
WashingtonMSP_2012_5_4,C,Washington MSP,5,Use the following information to answer the question. Ariana and Matt visited a wheat field. They drew the Wheat Field Food Web. {WA-5-2012-1} Ariana and Matt also made a diagram of a Wheat Plant. {WA-5-2012-2} How does the worm population benefit a wheat field ecosystem? (A) Worms attract water to the soil. (B) Worms give off oxygen for the wheat plants. (C) Worms help wheat plants get mineral nutrients.,Biology
WashingtonMSP_2012_5_5,A,Washington MSP,5,Use the following information to answer the question. Ariana and Matt visited a wheat field. They drew the Wheat Field Food Web. {WA-5-2012-1} Ariana and Matt also made a diagram of a Wheat Plant. {WA-5-2012-2} Sometimes a row of trees is planted along the edge of a wheat field. Why do farmers plant rows of trees next to their fields? (A) To prevent wind from eroding the soil (B) To protect animals from the rain (C) To provide food for the wheat,Biology
WashingtonMSP_2012_5_10,B,Washington MSP,5,"Use the following information to answer the question. Paul and Sheryl studied a Toy Car System at school. The Toy Car System is a model car with a battery. When the ON button is pressed, the toy car rolls forward, plays music, and flashes the headlamps. Paul and Sheryl made the following diagram showing the parts of the Toy Car System. {WA-5-2012-3} What causes the toy car to play music? (A) The type of wheels (B) The vibrations in the speaker (C) The brightness of the headlamps",Biology
WashingtonMSP_2012_5_11,C,Washington MSP,5,"Use the following information to answer the question. Paul and Sheryl studied a Toy Car System at school. The Toy Car System is a model car with a battery. When the ON button is pressed, the toy car rolls forward, plays music, and flashes the headlamps. Paul and Sheryl made the following diagram showing the parts of the Toy Car System. {WA-5-2012-3} Paul and Sheryl did an investigation with three different toy cars. They collected their data in the table shown. {WA-5-2012-6} Which Toy Car moved the fastest? (A) Toy Car A (B) Toy Car B (C) Toy Car C",Biology
86013,D,NYSEDREGENTS,4,The diagram below shows a balance. Side A has five blocks and side B has three blocks. The mass of each block is shown in grams (g). {Regents_2011_4th_Grade_01} How much greater is the mass of the blocks on side A than the mass of the blocks on side B? (A) 50 g (B) 100 g (C) 150 g (D) 200 g,Biology
86016,B,NYSEDREGENTS,4,A calendar for the month of September 2003 is shown below. {Regents_2011_4th_Grade_02} The calendar shows the changing appearance of (A) the Sun (B) the Moon (C) the stars (D) Earth,Physics
86021,A,NYSEDREGENTS,4,The diagram below shows a solid piece of chocolate before it was melted and the same piece of chocolate after it was melted into a liquid. {Regents_2011_4th_Grade_03} Which property of the piece of chocolate is the same in the two diagrams? (A) mass (B) shape (C) temperature (D) texture,Physics
86024,C,NYSEDREGENTS,4,The diagram below shows a bell ringing. {Regents_2011_4th_Grade_04} Which form of energy is produced when a bell rings? (A) magnetic (B) electrical (C) sound (D) light,Physics
86026,D,NYSEDREGENTS,4,The diagram below shows a pan of boiling water on a stove. {Regents_2011_4th_Grade_05} Which form of energy changes the water from a liquid to a gas as it boils? (A) sound (B) mechanical (C) light (D) heat,Physics
86029,C,NYSEDREGENTS,4,The diagram below shows a mature flower. {Regents_2011_4th_Grade_06} This flower produced seeds that grew into new flowers. Which new flower is most likely an offspring of this mature flower? (A) {Regents_2011_4th_Grade_07} (B) {Regents_2011_4th_Grade_08} (C) {Regents_2011_4th_Grade_09} (D) {Regents_2011_4th_Grade_10},Biology
86030,B,NYSEDREGENTS,4,The diagram below shows a baby elephant with one of its parents. {Regents_2011_4th_Grade_11} The baby elephant’s trunk is an example of (A) a response to the environment (B) an inherited trait (C) coloration to attract mates (D) a seasonal adaptation,Biology
86031,B,NYSEDREGENTS,4,"Base your answers on the diagram below, which shows four stages in the growth and development of a bean plant. The stages are labeled A, B, C, and D. {Regents_2011_4th_Grade_12} In which stage is germination first visible? (A) A (B) B (C) C (D) D",Biology
86032,B,NYSEDREGENTS,4,"Base your answers on the diagram below, which shows four stages in the growth and development of a bean plant. The stages are labeled A, B, C, and D. {Regents_2011_4th_Grade_12} Which new structure first appears in stage D? (A) seed (B) leaf (C) root (D) stem",Biology
86033,D,NYSEDREGENTS,4,The diagram below shows four stages in the life cycle of a butterfly. One stage is labeled X. {Regents_2011_4th_Grade_13} Which stage is shown at X? (A) larva (B) egg (C) adult (D) pupa,Biology
86040,B,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {Regents_2011_4th_Grade_14} The sequence shown in this diagram represents a (A) life span (B) food chain (C) water cycle (D) seed germinating",Biology
86041,A,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {Regents_2011_4th_Grade_14} Which organism in the diagram is a producer? (A) A (B) B (C) C (D) D",Biology
86042,C,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {Regents_2011_4th_Grade_14} Which organism in the diagram is both predator and prey? (A) A (B) B (C) C (D) D",Biology
86455,C,NYSEDREGENTS,4,Which thermometer shows a temperature of 65°F? (A) {Regents_2007_4th_Grade_01} (B) {Regents_2007_4th_Grade_02} (C) {Regents_2007_4th_Grade_03} (D) {Regents_2007_4th_Grade_04},Biology
86458,D,NYSEDREGENTS,4,The diagram below shows a girl in a wheelchair using a ramp to enter a building. {Regents_2007_4th_Grade_05} The ramp she is using is an example of which simple machine? (A) pulley (B) lever (C) wheel (D) inclined plane,Biology
86459,B,NYSEDREGENTS,4,The diagram below shows the land surface changes caused by a river flowing through an area for many years. {Regents_2007_4th_Grade_06} Which process caused the changes shown? (A) condensation (B) erosion (C) evaporation (D) rotation,Physics
86460,C,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows two containers, A and B. Container A contains 150 milliliters of water. Container B is empty. {Regents_2007_4th_Grade_07} If all of the water from container A is poured into container B, what will happen to the volume of the water? (A) It will decrease. (B) It will increase. (C) It will remain the same.",Biology
86461,C,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows two containers, A and B. Container A contains 150 milliliters of water. Container B is empty. {Regents_2007_4th_Grade_07} If all the water from container A is poured into container B, which property of the water will change? (A) mass (B) color (C) shape (D) state",Biology
86462,B,NYSEDREGENTS,4,Base your answers on the diagram of the water cycle below and on your knowledge of science. {Regents_2007_4th_Grade_08} Runoff is best described as water that (A) condenses into a cloud (B) flows on the ground (C) evaporates into a gas (D) moves downward into the ground,Biology
86463,B,NYSEDREGENTS,4,Base your answers on the diagram of the water cycle below and on your knowledge of science. {Regents_2007_4th_Grade_08} What is the source of energy for the water cycle? (A) lake (B) Sun (C) cloud (D) forest,Biology
86464,D,NYSEDREGENTS,4,"The data table below shows the highest air temperature recorded each day from Monday through Friday. {Regents_2007_4th_Grade_09} Based on the data table, which statement is correct? (A) The air temperature went up steadily from Monday through Friday. (B) Monday and Friday were the warmest days. (C) The air temperature went up and then down. (D) The air temperature was higher on Friday than on Monday.",Physics
86467,B,NYSEDREGENTS,4,Base your answers on the diagram below. The diagram shows some living and nonliving things in a fish tank. {Regents_2007_4th_Grade_10} Which is a living thing shown in the diagram? (A) rock (B) fish (C) air pump (D) gravel,Biology
86468,C,NYSEDREGENTS,4,"Base your answers on the diagram below. The diagram shows some living and nonliving things in a fish tank. {Regents_2007_4th_Grade_10} After several weeks, a student observes that the water level in the tank is lower. What process caused this to happen? (A) condensation (B) erosion (C) evaporation (D) precipitation",Biology
86469,D,NYSEDREGENTS,4,What is the main function of the spines on the prickly cactus plant shown in the diagram below? {Regents_2007_4th_Grade_11} (A) to make food (B) to provide shade (C) to attract animals (D) to protect the plant,Biology
86472,A,NYSEDREGENTS,4,The diagram below shows the seed of a maple tree. {Regents_2007_4th_Grade_12} How is this seed most likely dispersed? (A) It is carried by the wind. (B) It floats in moving water. (C) It passes through an animal’s digestive system. (D) It sticks to an animal's fur.,Physics
86474,B,NYSEDREGENTS,4,The diagram below shows a baby giraffe with its parents. {Regents_2007_4th_Grade_13} The long neck on the baby giraffe is (A) a learned trait (B) an inherited trait (C) a seasonal adaptation (D) an environmental condition,Biology
86475,B,NYSEDREGENTS,4,The diagram below shows the stages of development of a plant. {Regents_2007_4th_Grade_14} At which stage has germination begun? (A) A (B) B (C) C (D) D,Biology
86477,D,NYSEDREGENTS,4,"The diagram below shows the life cycle of a mealworm. The stages in its life cycle are labeled W, X, Y, and Z. {Regents_2007_4th_Grade_15} Which stage is shown at Y? (A) adult (B) egg (C) larva (D) pupa",Biology
86652,C,NYSEDREGENTS,4,"Base your answers on the information below and on your knowledge of science. A group of students completed a float or sink experiment. They put six objects into a bucket of water. The objects were made of three different materials: clay, plastic, and steel. The diagram below shows the results of the experiment. {Regents_2009_4th_Grade_01} Which material always sank in this experiment? (A) clay (B) plastic (C) steel",Biology
86653,C,NYSEDREGENTS,4,"Base your answers on the information below and on your knowledge of science. A group of students completed a float or sink experiment. They put six objects into a bucket of water. The objects were made of three different materials: clay, plastic, and steel. The diagram below shows the results of the experiment. {Regents_2009_4th_Grade_01} The clay boat and clay ball have the same mass. Which property causes the boat to float and the ball to sink? (A) color (B) mass (C) shape (D) texture",Biology
86654,B,NYSEDREGENTS,4,"The diagram below shows a glass of water and a rock. {Regents_2009_4th_Grade_02} When the rock is placed into the glass, the water level will (A) decrease (B) increase (C) remain the same",Biology
86657,A,NYSEDREGENTS,4,The diagram below shows an electrical circuit. {Regents_2009_4th_Grade_03} The purpose of the copper wire is to (A) conduct electricity (B) produce electricity (C) store electricity (D) stop the flow of electricity,Physics
86659,C,NYSEDREGENTS,4,The diagram below shows the effect of a river on an area over many years. {Regents_2009_4th_Grade_04} Which process caused the valley to form? (A) condensation (B) deposition (C) erosion (D) evaporation,Physics
86662,D,NYSEDREGENTS,4,The diagram below shows a lodge where beavers live. {Regents_2009_4th_Grade_05} This diagram shows that beavers need trees for (A) air (B) water (C) sunlight (D) shelter,Physics
86664,B,NYSEDREGENTS,4,The diagram below shows a fox and an owl both trying to catch a rabbit. {Regents_2009_4th_Grade_06} The fox and the owl are both (A) finding a mate (B) competing for food (C) seeking shelter (D) migrating for winter,Biology
86667,D,NYSEDREGENTS,4,"The diagram below shows the life cycle of a frog. Four stages of development are labeled A, B, C, and D. {Regents_2009_4th_Grade_07} Which letter shows the adult stage of development? (A) A (B) B (C) C (D) D",Biology
86675,D,NYSEDREGENTS,4,"The data table below shows the height of a bean plant over a three-month period. The height of the plant is recorded in centimeters (cm). {Regents_2009_4th_Grade_08} If the pattern shown continues, the height of the plant in June will be (A) 6 cm (B) 12 cm (C) 14 cm (D) 19 cm",Physics
86676,A,NYSEDREGENTS,4,"The diagram below shows a food chain. {Regents_2009_4th_Grade_09} If the wheat plants died, the population of mice would most likely (A) decrease (B) increase (C) remain the same",Physics
86865,A,NYSEDREGENTS,4,The sunrise and sunset times for three days in February are recorded in the chart below. {Regents_2004_4th_Grade_01} Which statement is an accurate conclusion based on this information? (A) There are more hours of daylight as the month goes by. (B) There are fewer hours of daylight as the month goes by. (C) The Sun rises later as the month goes by. (D) The Sun sets earlier as the month goes by.,Physics
86866,A,NYSEDREGENTS,4,A group of buttons is shown in the diagram below. {Regents_2004_4th_Grade_02} Which button belongs with the group of buttons shown? (A) {Regents_2004_4th_Grade_03} (B) {Regents_2004_4th_Grade_04} (C) {Regents_2004_4th_Grade_05} (D) {Regents_2004_4th_Grade_06},Biology
86867,C,NYSEDREGENTS,4,Which information is contained on this map of the United States? {Regents_2004_4th_Grade_07} (A) state capitals (B) mountain ranges (C) weather conditions (D) animal populations,Physics
86872,D,NYSEDREGENTS,4,The thermometers below show the temperature of a liquid at the beginning and at the end of an experiment. {Regents_2004_4th_Grade_08} How did the temperature of the liquid change from the beginning to the end of the experiment? (A) It went down 4°F. (B) It went down 8°F. (C) It went up 2°F. (D) It went up 10°F.,Physics
86874,D,NYSEDREGENTS,4,"The diagram below shows an incomplete electrical circuit that includes a battery, a bulb, and three wires labeled A, B, and C. {Regents_2004_4th_Grade_09} The bulb is not lit. What should be done in order to light the bulb and complete the circuit? (A) Remove wire C. (B) Remove the battery. (C) Connect wires B and C. (D) Connect wires A and B.",Biology
86875,B,NYSEDREGENTS,4,"The drawing below shows a copper wire with a wooden handle being held in a flame. {Regents_2004_4th_Grade_10} After a few minutes, what will most likely happen? (A) The light will change to electricity. (B) The heat will travel through the wire. (C) The flame will get brighter. (D) The flame will go out.",Physics
86879,C,NYSEDREGENTS,4,Two objects of the same mass are going to be placed the same distance from the support of a balance beam. Which diagram shows where the support should be placed under the beam so the objects will balance? (A) {Regents_2004_4th_Grade_11} (B) {Regents_2004_4th_Grade_12} (C) {Regents_2004_4th_Grade_13} (D) {Regents_2004_4th_Grade_14},Physics
87039,C,NYSEDREGENTS,4,Base your answers on the diagram of a food chain below and on your knowledge of science. {Regents_2005_4th_Grade_01} Which organisms in this food chain are needed for all the other organisms to survive? (A) caterpillars (B) frogs (C) plants (D) snakes,Biology
87040,C,NYSEDREGENTS,4,Base your answers on the diagram of a food chain below and on your knowledge of science. {Regents_2005_4th_Grade_01} Which organisms in this food chain are predators? (A) plants and caterpillars (B) caterpillars and frogs (C) frogs and snakes (D) snakes and plants,Biology
87041,A,NYSEDREGENTS,4,"Base your answers on the diagram of a food chain below and on your knowledge of science. {Regents_2005_4th_Grade_01} If the population of snakes increases, the population of frogs will most likely (A) decrease (B) increase (C) remain the same",Biology
87042,B,NYSEDREGENTS,4,Base your answers on the chart below and on your knowledge of science. The chart shows the life span of several organisms. {Regents_2005_4th_Grade_02} What is the life span of an organism? (A) the stages of development of the organism (B) the length of time the organism lives (C) the basic needs of the organism (D) the life processes the organism performs,Biology
87043,C,NYSEDREGENTS,4,"Base your answers on the chart below and on your knowledge of science. The chart shows the life span of several organisms. {Regents_2005_4th_Grade_02} The life span of an African elephant is between (A) 1 minute and 1 day (B) 1 year and 10 years (C) 10 years and 100 years (D) 100 years and 1,000 years",Biology
87044,D,NYSEDREGENTS,4,Base your answers on the chart below and on your knowledge of science. The chart shows the life span of several organisms. {Regents_2005_4th_Grade_02} Which organism has the longest life span? (A) red fox (B) common poppy (C) American lobster (D) bristlecone pine,Biology
87051,B,NYSEDREGENTS,4,The map below shows weather conditions on a single day in the United States. {Regents_2005_4th_Grade_03} Which two types of precipitation are occurring? (A) high tides and low tides (B) rain and snow (C) sleet and hail (D) cloudy and sunny,Physics
87052,C,NYSEDREGENTS,4,"In the diagram below, letters A, B, C, and D show processes in the water cycle. {Regents_2005_4th_Grade_04} Which letter shows runoff? (A) A (B) B (C) C (D) D",Biology
87055,B,NYSEDREGENTS,4,The diagram below shows a river flowing through a valley. {Regents_2005_4th_Grade_05} Which process caused the river valley to form? (A) evaporation (B) erosion (C) deposition (D) condensation,Physics
87056,B,NYSEDREGENTS,4,"The diagram below shows a plastic cup floating in a container of water. {Regents_2005_4th_Grade_06} If some marbles are placed in the cup, the water level will (A) decrease (B) increase (C) remain the same",Physics
87057,C,NYSEDREGENTS,4,"The diagram below shows three plants hanging over a table. A student watered the plants and observed water on the top of the table. The next day, the student noticed that there was no water on the table. {Regents_2005_4th_Grade_07} What process had occurred? (A) condensation (B) erosion (C) evaporation (D) precipitation",Physics
87061,A,NYSEDREGENTS,4,An electrical circuit is shown below. {Regents_2005_4th_Grade_08} Which object at X will complete the circuit? (A) a metal paper clip (B) a plastic bottle (C) a rubber band (D) a wooden stick,Physics
87228,D,NYSEDREGENTS,4,"Base your answers on the table below and on your knowledge of science. The table shows the weather conditions in a city at noon for five days in March. {Regents_2006_4th_Grade_01} Which statement describes what happened to the temperature at noon from Tuesday through Friday? (A) It increased, only. (B) It decreased, only. (C) It increased then decreased. (D) It decreased then increased.",Biology
87229,B,NYSEDREGENTS,4,Base your answers on the table below and on your knowledge of science. The table shows the weather conditions in a city at noon for five days in March. {Regents_2006_4th_Grade_01} What was the sky condition on the day with the most snow? (A) clear (B) cloudy (C) partly cloudy (D) mostly cloudy,Biology
87233,C,NYSEDREGENTS,4,The diagram below shows liquid in a container and an empty container. {Regents_2006_4th_Grade_02} All the liquid is poured into the empty container. Which property of the liquid changes? (A) color (B) odor (C) shape (D) volume,Physics
87235,C,NYSEDREGENTS,4,The diagram below shows a block of wood. {Regents_2006_4th_Grade_03} The block is a solid because it has a definite (A) color (B) odor (C) shape (D) texture,Physics
87238,B,NYSEDREGENTS,4,"Base your answers on the information and diagrams below. In diagram 1, a man is lifting a heavy box into a truck. In diagram 2, the same man is using a ramp to move the same box into the same truck. {Regents_2006_4th_Grade_04} Which type of simple machine is the ramp in diagram 2? (A) pulley (B) inclined plane (C) lever (D) wheel",Biology
87239,A,NYSEDREGENTS,4,"Base your answers on the information and diagrams below. In diagram 1, a man is lifting a heavy box into a truck. In diagram 2, the same man is using a ramp to move the same box into the same truck. {Regents_2006_4th_Grade_04} Why is it easier for the man to move the same box using the ramp? (A) He uses less force. (B) He moves the box a shorter distance. (C) The box is lighter. (D) The truck is lower.",Biology
87240,A,NYSEDREGENTS,4,"Base your answers on the information and diagrams below. In diagram 1, a man is lifting a heavy box into a truck. In diagram 2, the same man is using a ramp to move the same box into the same truck. {Regents_2006_4th_Grade_04} It would be easier to move the box if the surface of the ramp was smoother because there would be less (A) friction (B) gravity (C) mass (D) volume",Biology
87242,D,NYSEDREGENTS,4,Which letter in the diagram below points to the plant structure that takes in water and nutrients? {Regents_2006_4th_Grade_05} (A) A (B) B (C) C (D) D,Biology
87244,B,NYSEDREGENTS,4,Which diagram correctly shows the life cycle of some insects? (A) {Regents_2006_4th_Grade_06} (B) {Regents_2006_4th_Grade_07} (C) {Regents_2006_4th_Grade_08} (D) {Regents_2006_4th_Grade_09},Biology
87250,B,NYSEDREGENTS,4,Base your answers on the diagram of a food chain below and on your knowledge of science. {Regents_2006_4th_Grade_10} The energy that all organisms need to survive comes from (A) the air (B) the Sun (C) water (D) grass,Biology
87251,C,NYSEDREGENTS,4,Base your answers on the diagram of a food chain below and on your knowledge of science. {Regents_2006_4th_Grade_10} Which organism is a producer? (A) grasshopper (B) raccoon (C) grass (D) frog,Biology
87252,B,NYSEDREGENTS,4,Base your answers on the diagram of a food chain below and on your knowledge of science. {Regents_2006_4th_Grade_10} The raccoon in this food chain represents a (A) prey (B) predator (C) decomposer (D) producer,Biology
87253,A,NYSEDREGENTS,4,"Base your answers on the diagram of a food chain below and on your knowledge of science. {Regents_2006_4th_Grade_10} If all the frogs died, the raccoon population would most likely (A) decrease (B) increase (C) remain the same",Biology
87256,D,NYSEDREGENTS,4,"Base your answers on the bar graph below, which shows the average life span of four animals. {Regents_2006_4th_Grade_11} Which statement is supported by the data in the bar graph? (A) The life span of a dog is longer than the life span of a squirrel. (B) The life span of a lion is longer than the life span of a horse. (C) The life span of a squirrel is longer than the life span of a lion. (D) The life span of a horse is longer than the life span of a dog.",Biology
87257,B,NYSEDREGENTS,4,"Base your answers on the bar graph below, which shows the average life span of four animals. {Regents_2006_4th_Grade_11} The life span of an animal is defined as the (A) changes that occur as the animal develops (B) length of time from the animal's birth to its death (C) process by which the animal grows in size (D) transfer of specific traits to the animal's offspring",Biology
89629,C,MCAS,5,"Which of the following groups of materials would most likely be used to build an electromagnet? (A) bare wire, plastic rod, battery (B) bare wire, iron rod, light bulb (C) insulated wire, iron rod, battery (D) insulated wire, plastic rod, light bulb",Physics
89634,D,MCAS,5,"While hiking last year, Mike saw a large boulder next to a mountain trail. The boulder had no cracks. While hiking on the trail this year, he saw two large cracks in the boulder. Which of the following most likely caused these cracks to form? (A) shaking from high winds (B) pressure from flowing water (C) erosion due to falling rain and snow (D) weathering due to freezing and thawing",Physics
MCAS_2013_5_17,A,MCAS,5,"One type of animal hatches from an egg, breathes through gills when it is young, and mainly lives on land as an adult. Into which group is this animal classified? (A) amphibians (B) birds (C) mammals (D) reptiles",Physics
89663,C,MCAS,5,A student observed a rock made up of many small particles of sand arranged in light-colored layers and dark-colored layers. Which of the following statements describes how this type of rock most likely formed? (A) Clay was crushed and frozen under a glacier. (B) Lava from a volcano cooled quickly in water. (C) River sediments were slowly compacted and cemented together. (D) Mineral deposits hardened into solid rock in underground caves.,Physics
89667,A,MCAS,5,"In a city near the ocean, fog often forms on summer mornings. Which of the following statements best explains how this fog forms? (A) Ocean water evaporates and then condenses in the air. (B) Crashing waves spray tiny drops of ocean water into the air. (C) Water runoff moves toward the ocean and collects near the shore. (D) Rain clouds move in from the ocean and evaporate as they reach the shore.",Physics
89677,A,MCAS,5,Jose has two bar magnets. He pushes the ends of the two magnets together and then he lets go. The magnets move quickly apart. Which of the following statements best explains why this happens? (A) The north poles of the two magnets are facing each other. (B) One magnet is a north pole and one magnet is a south pole. (C) The ends of magnets repel each other but the centers attract. (D) One magnet is storing energy and one magnet is releasing energy.,Physics
89701,A,MCAS,5,A morning glory is a type of flowering vine that climbs trees and fences. Which of the following behaviors most helps a morning glory plant climb a fence? (A) stems curling in response to touch (B) stems swelling in response to water (C) flowers opening in response to light (D) roots growing in response to gravity,Biology
90899,B,MCAS,5,"Carolina made the input-output table shown below. Input Output 3 9 4 12 ? 24 12 36 Based on the table, what is the input when the output is 24? (A) 11 (B) 8 (C) 6 (D) 3",Biology
AIMS_2009_4_29,D,AIMS,4,"A refrigerator uses electricity to create a cold place to store food. What negative impact does refrigerator use have on the environment? (A) The electricity needed to keep food cold can be expensive. (B) If the electricity goes out, the food will spoil and make you sick. (C) Storing food longer reduces grocery store trips and gasoline use. (D) Old refrigerators contain chemicals and take up space in landfills.",Physics
AKDE&ED_2008_4_12,A,Alaska Dept. of Education & Early Development,4,Students are studying liquids that make bubbles. Which question could be answered by using a ruler? (A) Which liquid makes bubbles that are the largest? (B) Which liquid makes bubbles that are the prettiest? (C) Which liquid makes bubbles that are the best smelling? (D) Which liquid makes bubbles that are the most interesting?,Physics
AKDE&ED_2008_4_22,D,Alaska Dept. of Education & Early Development,4,Which tool would best help a student closely observe the smallest living thing in a drop of pond water? (A) telescope (B) binoculars (C) hand lens (D) microscope,Biology
