questionID,AnswerKey,examName,schoolGrade,question,subject,bag_question,cleaned_question,cluster,final_cleaned,cluster0
OHAT_2009_5_34,D,Ohio Achievement Tests,5,The diagrams below show what a river looked like fifty years ago and what it looks like today. {OH-5-2009-21} Which statement describes how a process acting slowly could have caused the river to become shallow over time? (A) A heavy rainfall raised the water level and flooded the river. (B) A glacier melted upstream and the water flowed into the river. (C) A large amount of soil was moved into the river during an earthquake. (D) A small amount of soil was deposited each time the river current slowed down.,Physics,"['amount', 'river', 'soil', 'time', 'water']",amount river soil time water,0,amount river soil time water,2
OHAT_2009_5_40,A,Ohio Achievement Tests,5,Which shows a chemical change? (A) {OH-5-2009-28} (B) {OH-5-2009-29} (C) {OH-5-2009-30} (D) {OH-5-2009-31},Physics,"['change', 'chemical', 'shows']",change chemical show,3,chemical,0
OHAT_2010_5_5,B,Ohio Achievement Tests,5,Use the following information to answer the question. The teacher asks the class to use cups to collect soil samples from the school yard. The students collect the soil from two locations near the sidewalk. {OH-5-2010-2} The students record their observations of the soil samples in the table below. {OH-5-2010-3} What explains why the composition of the soil samples is so different? (A) The students took samples at different times. (B) The students collected samples from different layers. (C) The students used different tools to observe the samples. (D) The students used different-sized cups to collect the samples.,Physics,"['collect', 'different', 'samples', 'soil', 'students']",collect different sample soil student,0,collect sample soil,0
OHAT_2010_5_15,A,Ohio Achievement Tests,5,Use the information below to answer the question. {OH-5-2010-5} Students observe the liquid in the thermometer rising as the temperature increases. What is the effect of the transfer of thermal energy that explains this observation? (A) The liquid expands. (B) The liquid contracts. (C) The glass around the liquid expands. (D) The glass around the liquid contracts.,Physics,"['around', 'contracts', 'expands', 'glass', 'liquid']",around contract expand glass liquid,0,around contract expand glass liquid,0
OHAT_2010_5_22,D,Ohio Achievement Tests,5,Compare the two weather maps to answer the question. {OH-5-2010-10} In which direction did these weather fronts move based on the weather maps? (A) from north to south (B) from south to west (C) from east to north (D) from west to east,Physics,"['east', 'maps', 'north', 'south', 'weather']",east map north south weather,0,east map north south weather,0
OHAT_2010_5_30,C,Ohio Achievement Tests,5,Plants often store food and water in their roots. Which plant has roots that are often eaten by mammals? (A) {OH-5-2010-11} (B) {OH-5-2010-12} (C) {OH-5-2010-13} (D) {OH-5-2010-14},Biology,"['eaten', 'food', 'mammals', 'often', 'roots']",eaten food mammal often root,0,eaten food mammal often root,0
OHAT_2011_5_4,D,Ohio Achievement Tests,5,Use the following picture to answer the question. {OH-5-2011-1} What structure on this plant makes seeds so that the plant can reproduce? (A) leaf (B) root (C) stem (D) flower,Biology,"['answer', 'flower', 'following', 'leaf', 'plant']",answer flower follow leaf plant,0,flower leaf plant,0
OHAT_2011_5_15,B,Ohio Achievement Tests,5,"Use the information below to answer the question. {OH-5-2011-3} According to this information, which substance is a metal? (A) substance W (B) substance X (C) substance Y (D) substance Z",Physics,"['according', 'answer', 'information', 'metal', 'substance']",accord answer information metal substance,0,accord metal substance,0
OHAT_2011_5_42,B,Ohio Achievement Tests,5,A student looks at the two glasses pictured below. One of the glasses contains water. {OH-5-2011-15} Why does the straw in the glass of water appear to be split at the surface of the water? (A) The water reflects light passing through it. (B) The water refracts light passing through it. (C) The water scatters light passing through it. (D) The water absorbs light passing through it.,Physics,"['glasses', 'light', 'passing', 'surface', 'water']",glass light pass surface water,0,glass light pass surface water,0
TAKS_2009_5_7,A,TAKS,5,"{TX-5-2009-7} The picture shows a type of gazelle that lives in Africa. It eats leaves, twigs, flowers, and fruits. Which characteristic most helps this gazelle get food? (A) Long neck (B) Tan fur (C) Curled horns (D) Large ears",Biology,"['africa', 'gazelle', 'picture', 'shows', 'tan']",africa gazelle picture show tan,3,africa gazelle picture tan,0
TAKS_2009_5_8,C,TAKS,5,{TX-5-2009-8} The pictures show an empty cicada shell and a cicada. The cicada shell most likely shows that — (A) the cicada was killed by a bird (B) the cicada’s outer skin helps attract mates (C) cicadas shed their skin during their life cycle (D) cicadas first appeared on Earth before dinosaurs were extinct,Biology,"['cicada', 'cicadas', 'shell', 'show', 'skin']",cicada cicada shell show skin,3,cicada cicada shell skin,0
TAKS_2009_5_10,D,TAKS,5,{TX-5-2009-9} The chart shows the results of an investigation. Which question could be answered from these data? (A) Does electricity prevent rust? (B) Will a glowing lightbulb get hot? (C) How long will a battery work? (D) Which materials conduct electricity?,Physics,"['answered', 'electricity', 'question', 'results', 'rust']",answer electricity question result rust,0,electricity result rust,0
TAKS_2009_5_17,C,TAKS,5,"{TX-5-2009-16} On a recent field trip, students found a 20-centimeter-long salamander. The salamander had four toes on its front feet and five toes on its back feet. According to the table above, the students most likely found which type of salamander? (A) Gulf Coast water dog (B) Smallmouth salamander (C) Spotted salamander (D) Texas blind salamander",Biology,"['feet', 'found', 'salamander', 'students', 'toes']",foot find salamander student toe,0,foot salamander toe,0
TAKS_2009_5_19,A,TAKS,5,Which picture best shows the process of condensation? (A) {TX-5-2009-17} (B) {TX-5-2009-18} (C) {TX-5-2009-19} (D) {TX-5-2009-20},Physics,"['best', 'condensation', 'picture', 'process', 'shows']",best condensation picture process show,3,condensation picture process,0
TAKS_2009_5_32,A,TAKS,5,"{TX-5-2009-24} A rubber ball was dropped from the same height onto five different surfaces. The height of the first bounce was measured and recorded. The graph shows the data. Based on the data, which of the following is the best conclusion? (A) Rubber balls bounce higher on harder surfaces. (B) All balls bounce higher indoors than they do outdoors. (C) Tennis balls bounce higher than basketballs on all surfaces. (D) Large balls do not bounce as high as small balls.",Physics,"['balls', 'bounce', 'higher', 'rubber', 'surfaces']",ball bounce high rubber surface,0,ball bounce high rubber surface,0
TAKS_2009_5_34,D,TAKS,5,{TX-5-2009-25} The picture shows a clear glass marble on top of some words. Some of the letters look different because light — (A) bounces as it reaches the marble (B) changes color as it enters the marble (C) shines less brightly behind the marble (D) bends as it passes through the marble,Biology,"['behind', 'marble', 'reaches', 'shines', 'shows']",behind marble reach shine show,3,behind marble reach shine,0
TAKS_2009-A_5_1,B,TAKS,5,Look at the marine food web below. {TX-5-2009-28} What do seals eat? (A) Herring (B) Salmon (C) Seabirds,Biology,"['eat', 'food', 'herring', 'look', 'marine']",eat food herring look marine,0,eat food herring look marine,0
TAKS_2009-A_5_5,C,TAKS,5,Look at the picture below. A small fish is hiding inside the coral to keep from being eaten by the larger fish. {TX-5-2009-29} What is protecting the small fish? (A) Its food chain (B) Its life cycle (C) Its environment,Biology,"['chain', 'coral', 'cycle', 'fish', 'small']",chain coral cycle fish small,0,chain coral cycle fish,0
TAKS_2009-A_5_28,A,TAKS,5,"Look at the picture below. It shows an electric circuit. {TX-5-2009-40} According to the information in the picture, what must the current in a circuit do? (A) Move in a path (B) Cool a battery (C) Jump through the air",Biology,"['according', 'air', 'battery', 'circuit', 'picture']",accord air battery circuit picture,0,accord air battery circuit picture,3
VASoL_2007_3_2,D,Virginia Standards of Learning - Science,3,{VA-3-2007-1} What makes the needle on the compass in the picture point north? (A) Rainfall (B) Evaporation (C) Wind currents (D) Magnetism,Physics,"['compass', 'currents', 'evaporation', 'magnetism', 'makes']",compass current evaporation magnetism make,0,compass current evaporation magnetism,0
VASoL_2007_3_3,C,Virginia Standards of Learning - Science,3,These pictures can be put in order to tell a story. Which of these pictures MOST likely comes last? (A) {VA-3-2007-2} (B) {VA-3-2007-3} (C) {VA-3-2007-4} (D) {VA-3-2007-5},Biology,"['comes', 'last', 'likely', 'order', 'pictures']",come last likely order picture,0,come last order picture,0
VASoL_2007_3_4,D,Virginia Standards of Learning - Science,3,"{VA-3-2007-6} The graph shows what happened when salt was added to water in a glass. According to the graph, which of these is correct? (A) Salt tastes different when water is heated. (B) Salt will cause water to heat up. (C) Salt is used to make hot water. (D) Salt dissolves more easily in hot water.",Physics,"['graph', 'hot', 'salt', 'tastes', 'water']",graph hot salt taste water,0,graph hot salt taste water,0
VASoL_2007_3_7,C,Virginia Standards of Learning - Science,3,"{VA-3-2007-7} Using the picture, which measurement is closest to how far the frog jumped? (A) 12 centimeters (cm) (B) 14 centimeters (cm) (C) 18 centimeters (cm) (D) 20 centimeters (cm)",Biology,"['centimeters', 'closest', 'cm', 'far', 'frog']",centimeter closest cm far frog,0,centimeter closest cm far frog,0
VASoL_2007_3_9,C,Virginia Standards of Learning - Science,3,{VA-3-2007-8} A rattlesnake belongs in which of the above groups? (A) Group 1 (B) Group 2 (C) Group 3 (D) Group 4,Biology,"['belongs', 'group', 'groups', 'rattlesnake']",belongs group group rattlesnake,0,belongs group group rattlesnake,0
VASoL_2007_3_17,D,Virginia Standards of Learning - Science,3,{VA-3-2007-20} This food chain is MOST likely to be found in what type of environment? (A) A stream (B) A marshland (C) An ocean (D) A forest,Biology,"['chain', 'environment', 'food', 'forest', 'found']",chain environment food forest find,2,chain environment food forest,0
VASoL_2007_3_26,B,Virginia Standards of Learning - Science,3,{VA-3-2007-36} These three plants are grouped together because all three — (A) need some shade (B) lose their leaves (C) are shrubs (D) have thorns,Physics,"['grouped', 'leaves', 'lose', 'need', 'three']",group leaf lose need three,0,group leaf lose need three,0
VASoL_2007_3_27,D,Virginia Standards of Learning - Science,3,Which of these shows a pulley? (A) {VA-3-2007-37} (B) {VA-3-2007-38} (C) {VA-3-2007-39} (D) {VA-3-2007-40},Biology,"['pulley', 'shows']",pulley show,3,pulley,0
VASoL_2007_3_28,A,Virginia Standards of Learning - Science,3,{VA-3-2007-41} This habitat is BEST for which type of pet? (A) Lizard (B) Butterfly (C) Fish (D) Bird,Biology,"['best', 'bird', 'butterfly', 'fish', 'habitat']",best bird butterfly fish habitat,0,bird butterfly fish habitat,0
VASoL_2007_3_29,C,Virginia Standards of Learning - Science,3,Which of these living things is a producer in a food chain? (A) {VA-3-2007-42} (B) {VA-3-2007-43} (C) {VA-3-2007-44} (D) {VA-3-2007-45},Biology,"['chain', 'food', 'living', 'producer', 'things']",chain food live producer thing,2,chain food live producer thing,0
VASoL_2008_3_3,A,Virginia Standards of Learning - Science,3,Which will have a bad effect on the air people breathe? (A) {VA-3-2008-2} (B) {VA-3-2008-3} (C) {VA-3-2008-4} (D) {VA-3-2008-5},Physics,"['air', 'bad', 'breathe', 'effect', 'people']",air bad breathe effect people,0,air bad breathe effect people,3
VASoL_2008_3_4,D,Virginia Standards of Learning - Science,3,{VA-3-2008-6} A kazoo is a toy that makes a sound when a person hums into it. Sound comes out of the kazoo because it — (A) is shiny (B) can float (C) is plastic (D) can vibrate,Biology,"['comes', 'float', 'hums', 'kazoo', 'sound']",come float hum kazoo sound,0,come float hum kazoo sound,0
VASoL_2008_3_13,C,Virginia Standards of Learning - Science,3,"On her vacation, Mrs. Smith saw a snake. The snake was a solid color and had dark rings around its head. Which is MOST like the snake Mrs. Smith saw? (A) {VA-3-2008-22} (B) {VA-3-2008-23} (C) {VA-3-2008-24} (D) {VA-3-2008-25}",Biology,"['around', 'mrs', 'saw', 'smith', 'snake']",around mr saw smith snake,0,around mr saw smith snake,0
VASoL_2008_3_15,C,Virginia Standards of Learning - Science,3,"{VA-3-2008-26} Based on the chart, which pickle will MOST likely taste sweet? (A) Dill pickles (B) Zesty pickles (C) Candied pickles (D) Pickled peppers",Biology,"['based', 'candied', 'chart', 'dill', 'pickles']",base candied chart dill pickle,0,base candied chart dill pickle,0
VASoL_2008_3_18,A,Virginia Standards of Learning - Science,3,Which picture shows objects with shapes MOST alike? (A) {VA-3-2008-27} (B) {VA-3-2008-28} (C) {VA-3-2008-29} (D) {VA-3-2008-30},Biology,"['alike', 'objects', 'picture', 'shapes', 'shows']",alike object picture shape show,3,alike object picture shape,0
VASoL_2008_3_27,D,Virginia Standards of Learning - Science,3,"{VA-3-2008-40} After winter, which of these will MOST likely make a tree start to bud? (A) More wind (B) Fewer clouds in the sky (C) Less rainfall (D) More hours of daylight",Physics,"['bud', 'clouds', 'daylight', 'fewer', 'hours']",bud cloud daylight few hour,0,bud cloud daylight few hour,0
VASoL_2008_3_29,B,Virginia Standards of Learning - Science,3,{VA-3-2008-42} Which thing near this house will wash away the MOST during a heavy rain? (A) Gravel driveway (B) Dirt pile (C) Stepping stones (D) Soil under grass,Physics,"['away', 'dirt', 'driveway', 'grass', 'gravel']",away dirt driveway grass gravel,0,away dirt driveway grass gravel,0
VASoL_2008_3_31,D,Virginia Standards of Learning - Science,3,Which of these is an example of a lever? (A) {VA-3-2008-43} (B) {VA-3-2008-44} (C) {VA-3-2008-45} (D) {VA-3-2008-46},Biology,"['example', 'lever']",example lever,0,example lever,0
VASoL_2009_3_4,B,Virginia Standards of Learning - Science,3,{VA-3-2009-2} Which shape is MOST like the one made by connecting the bases on the baseball field? (A) Circle (B) Square (C) Triangle (D) Oval,Biology,"['baseball', 'bases', 'circle', 'connecting', 'field']",baseball base circle connect field,0,baseball base circle connect field,0
VASoL_2009_3_6,B,Virginia Standards of Learning - Science,3,{VA-3-2009-3} What causes fewer plants to grow on the rocky side of the river? (A) There is not enough sunlight. (B) There is not enough soil. (C) There is not enough water. (D) There is not enough air.,Physics,"['air', 'causes', 'enough', 'fewer', 'grow']",air cause enough few grow,0,air cause enough few grow,3
VASoL_2009_3_11,A,Virginia Standards of Learning - Science,3,{VA-3-2009-4} What type of plant is MOST likely described? (A) A flowering plant (B) A pine tree (C) Grass (D) Cactus,Physics,"['cactus', 'described', 'flowering', 'grass', 'plant']",cactus describe flowering grass plant,0,cactus describe flowering grass plant,0
VASoL_2009_3_16,A,Virginia Standards of Learning - Science,3,{VA-3-2009-7} Which kind of work is made easier by the wheels of a wagon? (A) Pulling a heavy load (B) Lifting a wide load (C) Dividing a large load (D) Holding a small load,Physics,"['dividing', 'easier', 'heavy', 'holding', 'load']",divide easy heavy hold load,0,divide easy heavy hold load,0
VASoL_2009_3_24,D,Virginia Standards of Learning - Science,3,"{VA-3-2009-17} Based on the food chain, which of these is a carnivore? (A) Sun (B) Water plant (C) Mayfly nymph (D) Osprey",Physics,"['based', 'carnivore', 'chain', 'food', 'mayfly']",base carnivore chain food mayfly,2,base carnivore chain food mayfly,0
VASoL_2010_3_3,B,Virginia Standards of Learning - Science,3,{VA-3-2010-1} Which of these BEST describes the texture of the metal spoon? (A) Small (B) Smooth (C) Flexible (D) Shiny,Biology,"['best', 'describes', 'flexible', 'metal', 'shiny']",best describes flexible metal shiny,0,describes flexible metal shiny,0
VASoL_2010_3_14,D,Virginia Standards of Learning - Science,3,Which of these glasses will MOST likely become empty first because of evaporation? (A) {VA-3-2010-9} (B) {VA-3-2010-10} (C) {VA-3-2010-11} (D) {VA-3-2010-12},Biology,"['become', 'empty', 'evaporation', 'first', 'glasses']",become empty evaporation first glass,0,become empty evaporation first glass,0
VASoL_2010_3_15,A,Virginia Standards of Learning - Science,3,{VA-3-2010-13} Students made observations about these toy cars. Which of these BEST describes Car 1 and Car 2? (A) Car 1 is heavier than Car 2. (B) Car 2 is darker than Car 1. (C) Car 2 is bigger than Car 1. (D) Car 1 is longer than Car 2.,Biology,"['best', 'bigger', 'car', 'cars', 'darker']",best big car car darker,0,big car car darker,0
VASoL_2010_3_19,B,Virginia Standards of Learning - Science,3,{VA-3-2010-15} About how long is the dragonfly in the picture? (A) 2 centimeters (B) 4 centimeters (C) 6 centimeters (D) 8 centimeters,Biology,"['centimeters', 'dragonfly', 'long', 'picture']",centimeter dragonfly long picture,0,centimeter dragonfly long picture,0
VASoL_2010_3_24,A,Virginia Standards of Learning - Science,3,Which of these is made from a plant? (A) {VA-3-2010-17} (B) {VA-3-2010-18} (C) {VA-3-2010-19} (D) {VA-3-2010-20},Biology,"['made', 'plant']",make plant,0,plant,0
VASoL_2010_3_26,D,Virginia Standards of Learning - Science,3,{VA-3-2010-22} All of the objects shown can be described as — (A) having moving parts (B) having the same size (C) needing a magnifying glass to be seen (D) being made from more than one material,Biology,"['described', 'glass', 'made', 'magnifying', 'material']",describe glass make magnify material,0,describe glass magnify material,0
VASoL_2010_3_30,B,Virginia Standards of Learning - Science,3,{VA-3-2010-27} Which of these can be dissolved in water? (A) Grains of sand (B) Baking soda (C) Wood chips (D) Cooking oil,Physics,"['baking', 'chips', 'cooking', 'dissolved', 'grains']",bake chip cook dissolve grain,0,bake chip cook dissolve grain,0
VASoL_2007_5_5,B,Virginia Standards of Learning - Science,5,{VA-5-2007-8} Which form of energy is being used by the toaster? (A) Chemical (B) Electrical (C) Solar (D) Nuclear,Physics,"['chemical', 'electrical', 'energy', 'form', 'nuclear']",chemical electrical energy form nuclear,0,chemical electrical energy nuclear,0
VASoL_2007_5_6,A,Virginia Standards of Learning - Science,5,{VA-5-2007-9} A student made a list of examples of each of the five kingdoms. The list contains two examples from the same kingdom. Which one of these should be removed from the list? (A) Worm (B) Mushroom (C) Sunflower (D) Amoeba,Physics,"['amoeba', 'contains', 'examples', 'five', 'list']",amoeba contains examples five list,0,amoeba contains examples five list,0
VASoL_2007_5_8,A,Virginia Standards of Learning - Science,5,"{VA-5-2007-10} Three measurements of the same leaf were taken during June. Based on the graph, how much did the leaf grow in length from June 1 to June 30? (A) 6 cm (B) 7 cm (C) 11 cm (D) 13 cm",Physics,"['based', 'cm', 'graph', 'june', 'leaf']",base cm graph june leaf,0,base cm graph june leaf,0
VASoL_2007_5_9,A,Virginia Standards of Learning - Science,5,"{VA-5-2007-11} To describe this car’s motion, a student should use its — (A) direction and speed (B) mass and volume (C) speed and color (D) volume and direction",Biology,"['cars', 'color', 'direction', 'speed', 'volume']",car color direction speed volume,0,car color direction speed volume,0
VASoL_2007_5_11,B,Virginia Standards of Learning - Science,5,"{VA-5-2007-12} A student thinks that orange juice will freeze faster than any other substance. She fills identical containers with the same amount of different liquids, then places each in the freezer. She checks them every five minutes and discovers that the orange juice is the last one to freeze and the water is the first to freeze. Which should the student do next? (A) Change her results to match her original hypothesis. (B) Repeat her investigation to see if her results are the same. (C) Conclude that investigations can only be performed on water. (D) Tell her friends that investigations at school work better than at home.",Biology,"['freeze', 'investigations', 'orange', 'results', 'water']",freeze investigation orange result water,0,freeze investigation orange result water,0
VASoL_2007_5_13,B,Virginia Standards of Learning - Science,5,{VA-5-2007-13} The table lists the parts of a violet plant and their functions. What is the function of violet flowers? (A) Release oxygen (B) Produce seeds (C) Absorb sunlight (D) Promote growth,Biology,"['absorb', 'flowers', 'function', 'functions', 'violet']",absorb flower function function violet,0,absorb flower function function violet,0
VASoL_2007_5_15,B,Virginia Standards of Learning - Science,5,{VA-5-2007-15} The picture shows some caddis fly larvae. These larvae cover themselves with small twigs and pebbles. What is the advantage of this behavior? (A) They can eat the twigs. (B) They are hidden from predators. (C) They can crawl on the bottom of creeks. (D) They are able to keep warm.,Biology,"['able', 'larvae', 'shows', 'small', 'twigs']",able larva show small twig,3,able larva twig,0
VASoL_2007_5_16,C,Virginia Standards of Learning - Science,5,"{VA-5-2007-16} In an experiment, Jackson tested to see how the size of rocks affects the amount of dirt that washes away when water flows downhill. Which variable was manipulated? (A) Amount of water (B) Slope of the hill (C) Size of the rocks (D) Type of dirt",Physics,"['amount', 'dirt', 'rocks', 'size', 'water']",amount dirt rock size water,0,amount dirt rock size water,2
VASoL_2007_5_20,D,Virginia Standards of Learning - Science,5,{VA-5-2007-18} The flower’s stem appears larger under water because the water — (A) absorbs light (B) produces light (C) repels light (D) refracts light,Biology,"['absorbs', 'appears', 'flowers', 'light', 'water']",absorbs appear flower light water,0,absorbs appear flower light water,0
VASoL_2007_5_23,C,Virginia Standards of Learning - Science,5,Which of these instruments measures wind speed? (A) {VA-5-2007-19} (B) {VA-5-2007-20} (C) {VA-5-2007-21} (D) {VA-5-2007-22},Physics,"['instruments', 'measures', 'speed', 'wind']",instrument measure speed wind,0,instrument measure speed wind,0
VASoL_2007_5_27,A,Virginia Standards of Learning - Science,5,Which of these has kinetic energy? (A) {VA-5-2007-28} (B) {VA-5-2007-29} (C) {VA-5-2007-30} (D) {VA-5-2007-31},Biology,"['energy', 'kinetic']",energy kinetic,0,energy kinetic,0
VASoL_2007_5_29,D,Virginia Standards of Learning - Science,5,"{VA-5-2007-32} To find out which soil absorbs (holds) moisture best, each container shown must — (A) be made of a different material (B) have soil from the same place (C) be tested by the same person (D) contain the same amount of soil",Physics,"['absorbs', 'person', 'place', 'shown', 'soil']",absorbs person place show soil,3,absorbs person place soil,0
VASoL_2007_5_34,D,Virginia Standards of Learning - Science,5,"{VA-5-2007-35} Jack grew some very small organisms in a jar of pond water. Each day, he counted the number of organisms he saw on a slide. Then he estimated how many organisms were in the jar. About how many organisms did he estimate were in the jar on day 15? (A) 1000 (B) 1500 (C) 2000 (D) 2500",Physics,"['counted', 'day', 'jar', 'many', 'organisms']",count day jar many organism,0,count day jar many organism,0
VASoL_2008_5_4,A,Virginia Standards of Learning - Science,5,{VA-5-2008-7} The graph shows the height change of a plant over a period of 11 months. How tall should the plant be at month 12 if all conditions remain the same and the plant continues to grow at the same rate? (A) 36 cm (B) 39 cm (C) 42 cm (D) 45 cm,Biology,"['change', 'cm', 'conditions', 'continues', 'plant']",change cm condition continue plant,0,cm condition continue plant,0
VASoL_2008_5_6,D,Virginia Standards of Learning - Science,5,"{VA-5-2008-8} The graph shows the amount of rain that fell during the summer for each of four years. Weather data show that the average rainfall during the summer is about 12 inches. Based on the graph, rainfall was closest to the average during — (A) 2002 (B) 2003 (C) 2004 (D) 2005",Biology,"['amount', 'average', 'graph', 'rainfall', 'summer']",amount average graph rainfall summer,0,amount average graph rainfall summer,2
VASoL_2008_5_7,B,Virginia Standards of Learning - Science,5,{VA-5-2008-9} The picture shows a sprouting bean plant. The leaf produced will help the plant by — (A) absorbing water from the air for nourishment (B) using sunlight for energy in food production (C) reproducing more bean plants for survival of the species (D) adding support for the plant as it grows taller,Biology,"['absorbing', 'bean', 'plant', 'survival', 'taller']",absorb bean plant survival taller,0,absorb bean plant survival taller,0
VASoL_2008_5_24,A,Virginia Standards of Learning - Science,5,Which of these animals is an invertebrate? (A) {VA-5-2008-24} (B) {VA-5-2008-25} (C) {VA-5-2008-26} (D) {VA-5-2008-27},Biology,"['animals', 'invertebrate']",animal invertebrate,4,animal invertebrate,0
VASoL_2008_5_29,C,Virginia Standards of Learning - Science,5,"{VA-5-2008-29} Based on the bird of prey key, which bird is shown in the picture? {VA-5-2008-30} (A) Owl (B) Vulture (C) Golden eagle (D) Bald eagle",Physics,"['bald', 'eagle', 'golden', 'owl', 'vulture']",bald eagle golden owl vulture,0,bald eagle golden owl vulture,0
VASoL_2008_5_35,D,Virginia Standards of Learning - Science,5,{VA-5-2008-32} Two flashlights are turned on. The light rays they create are shown in the diagram. These light rays best illustrate that — (A) both rays are reflected (B) both rays are refracted (C) Ray 1 is reflected and Ray 2 is refracted (D) Ray 1 is refracted and Ray 2 is reflected,Biology,"['light', 'ray', 'rays', 'reflected', 'refracted']",light ray ray reflect refracted,0,light ray ray reflect refracted,0
VASoL_2008_5_38,B,Virginia Standards of Learning - Science,5,{VA-5-2008-37} Which of these best completes the circuit? (A) Rubber band (B) Metal nail (C) Leather shoelace (D) Wooden toothpick,Physics,"['band', 'best', 'circuit', 'completes', 'leather']",band best circuit complete leather,0,band circuit complete leather,0
VASoL_2009_5_2,B,Virginia Standards of Learning - Science,5,Which of these is an important natural resource of the Chesapeake Bay? (A) {VA-5-2009-2} (B) {VA-5-2009-3} (C) {VA-5-2009-4} (D) {VA-5-2009-5},Physics,"['bay', 'chesapeake', 'important', 'natural', 'resource']",bay chesapeake important natural resource,0,bay chesapeake important natural resource,0
VASoL_2009_5_6,D,Virginia Standards of Learning - Science,5,Which of these correctly shows what happens when two magnets are placed side by side? (A) {VA-5-2009-7} (B) {VA-5-2009-8} (C) {VA-5-2009-9} (D) {VA-5-2009-10},Biology,"['correctly', 'happens', 'magnets', 'placed', 'side']",correctly happen magnet place side,0,correctly happen magnet place side,0
VASoL_2009_5_7,C,Virginia Standards of Learning - Science,5,{VA-5-2009-11} Students place a pencil in a glass of water as shown. The pencil in the water looks broken because — (A) water can dissolve pencils (B) water is colder than air (C) light bends when it enters the water (D) light is absorbed when it hits the glass,Biology,"['glass', 'light', 'pencil', 'shown', 'water']",glass light pencil show water,3,glass light pencil water,0
VASoL_2009_5_9,A,Virginia Standards of Learning - Science,5,A student is writing a report on recycling. The student learns that different kinds of material are recycled in different amounts. Which graph best shows the data? (A) {VA-5-2009-12} (B) {VA-5-2009-13} (C) {VA-5-2009-14} (D) {VA-5-2009-15},Physics,"['amounts', 'best', 'data', 'different', 'student']",amount best data different student,0,amount data,2
VASoL_2009_5_13,D,Virginia Standards of Learning - Science,5,{VA-5-2009-16} The electrician in this picture is wearing rubber gloves for protection. The purpose of the rubber gloves is to — (A) keep the electrician dry (B) create an electrical circuit (C) produce electricity (D) insulate the electrician,Biology,"['circuit', 'create', 'electrician', 'gloves', 'rubber']",circuit create electrician glove rubber,0,circuit create electrician glove rubber,0
VASoL_2009_5_19,A,Virginia Standards of Learning - Science,5,{VA-5-2009-22} Which unit is best to use for measuring the width of oak tree leaves? (A) Centimeter (B) Gram (C) Kilometer (D) Milliliter,Physics,"['best', 'centimeter', 'gram', 'kilometer', 'leaves']",best centimeter gram kilometer leaf,0,centimeter gram kilometer leaf,0
VASoL_2009_5_26,C,Virginia Standards of Learning - Science,5,{VA-5-2009-23} What do the arrows on the map represent? (A) Size of waves (B) Water density (C) Ocean currents (D) Time between tides,Physics,"['arrows', 'currents', 'density', 'map', 'ocean']",arrow current density map ocean,0,arrow current density map ocean,0
VASoL_2009_5_32,B,Virginia Standards of Learning - Science,5,"A boy placed four leaves in a caterpillar’s cage. {VA-5-2009-25} He observed the number of leaves in the caterpillar’s cage each day. Based on the data, the boy should infer that the caterpillar — (A) is eating only every other day (B) is eating each day (C) will eat part of one leaf next Monday (D) will stop eating during molting on Friday",Biology,"['boy', 'cage', 'caterpillars', 'day', 'eating']",boy cage caterpillar day eat,0,boy cage caterpillar day eat,0
VASoL_2009_5_35,D,Virginia Standards of Learning - Science,5,{VA-5-2009-26} Juan is doing an experiment to see how long it takes an acorn to grow into a 0.5-meter-tall oak tree. Which two instruments should he choose? (A) Thermometer and centimeter ruler (B) Thermometer and calendar (C) Centimeter ruler and pan balance (D) Centimeter ruler and calendar,Physics,"['acorn', 'calendar', 'centimeter', 'ruler', 'thermometer']",acorn calendar centimeter ruler thermometer,0,acorn calendar centimeter ruler thermometer,0
VASoL_2009_5_38,C,Virginia Standards of Learning - Science,5,{VA-5-2009-27} In which numbered stage of the frog’s life cycle does the frog begin to use lungs to breathe air? (A) 1 (B) 2 (C) 3 (D) 4,Biology,"['air', 'begin', 'breathe', 'cycle', 'frog']",air begin breathe cycle frog,0,air begin breathe cycle frog,3
VASoL_2009_5_40,D,Virginia Standards of Learning - Science,5,{VA-5-2009-29} What part of the flower produces pollen? (A) ovary (B) sepal (C) pistil (D) stamen,Biology,"['flower', 'ovary', 'part', 'pistil', 'pollen']",flower ovary part pistil pollen,0,flower ovary part pistil pollen,0
VASoL_2010_5_4,C,Virginia Standards of Learning - Science,5,{VA-5-2010-3} Temperatures normally increase every month from January through August. During which month was the average temperature most unusual? (A) January (B) February (C) March (D) April,Physics,"['april', 'august', 'average', 'january', 'month']",april august average january month,0,april august average january month,0
VASoL_2010_5_7,D,Virginia Standards of Learning - Science,5,Which of these animals is least likely a member of the pond community? (A) {VA-5-2010-8} (B) {VA-5-2010-9} (C) {VA-5-2010-10} (D) {VA-5-2010-11},Biology,"['animals', 'community', 'least', 'likely', 'member']",animal community least likely member,4,animal community least member,0
VASoL_2010_5_8,A,Virginia Standards of Learning - Science,5,{VA-5-2010-12} About how much longer is the jackknife clam than the razor clam? (A) 5 centimeters (B) 7 centimeters (C) 10 centimeters (D) 12 centimeters,Physics,"['centimeters', 'clam', 'jackknife', 'longer', 'much']",centimeter clam jackknife longer much,0,centimeter clam jackknife longer much,0
